département;circonscription;sexe;nom;Parti Politique;Mail;Facebook;;Twitter
Var;7ème circonscription;Madame;Émilie Guerel;LREM;emilie.guerel@assemblee-nationale.fr;https://fr-fr.facebook.com/EmilieGuerel8307/;@eguerelLREM;https://twitter.com/@eguerelLREM
Var;8ème circonscription;Monsieur;Fabien Matras;LREM;fabien.matras@assemblee-nationale.fr;https://www.facebook.com/matras.fabien;@famatras;https://twitter.com/@famatras
Vaucluse;1ère circonscription;Monsieur;Souad Zitouni;LREM;souad.zitouni@assemblee-nationale.fr;Pas de compte Facebook;;Pas de compte Twitter
Vaucluse;2ème circonscription;Monsieur;Jean-Claude Bouchet;LR;jean-claude.bouchet@assemblee-nationale.fr;https://www.facebook.com/jeanclaude.bouchet;@JCBOUCHET;https://twitter.com/@JCBOUCHET
Vaucluse;3ème circonscription;Madame;Brune Poirson;LREM;brune.poirson@assemblee-nationale.fr;https://fr-fr.facebook.com/Brunepoirson2017/;@b_poirson;https://twitter.com/@b_poirson
Vaucluse;4ème circonscription;Madame;Marie-France Lorho;non inscrit;Marie-France.Lorho@assemblee-nationale.fr;https://fr-fr.facebook.com/mariefrancelorho/;@FranceLorho;https://twitter.com/@FranceLorho
Vaucluse;5ème circonscription;Monsieur;Julien Aubert;LR;julien.aubert@assemblee-nationale.fr;https://www.facebook.com/JulienAubert.fr;@JulienAubert84;https://twitter.com/@JulienAubert84
Vendée;1ère circonscription;Monsieur;Philippe Latombe;MODEM;philippe.latombe@assemblee-nationale.fr;https://www.facebook.com/platombe/;@platombe;https://twitter.com/@platombe
Vendée;2ème circonscription;Monsieur;Patrick Loiseau;MODEM;Patrick.Loiseau@assemblee-nationale.fr;https://fr-fr.facebook.com/ploiseau85/;@ploiseau85;https://twitter.com/@ploiseau85
Vendée;3ème circonscription;Monsieur;Stéphane Buchou;LREM;stephane.buchou@assemblee-nationale.fr;https://fr-fr.facebook.com/Buchouassembleenationale/;@StephaneBuchou;https://twitter.com/@StephaneBuchou
Vendée;4ème circonscription;Madame;Martine Leguille-Balloy;LREM;martine.leguille-balloy@assemblee-nationale.fr;https://fr-fr.facebook.com/LeguilleBalloy/;@LeguilleBalloy;https://twitter.com/@LeguilleBalloy
Vendée;5ème circonscription;Monsieur;Pierre Henriet;LREM;pierre.henriet@assemblee-nationale.fr;https://fr-fr.facebook.com/pierre.henriet/;@HenrietPierre;https://twitter.com/@HenrietPierre
Vienne;1ère circonscription;Madame;Françoise Ballet-Blu;LREM;francoise.ballet-blu@assemblee-nationale.fr;https://www.facebook.com/fballetblu;@fballetblu;https://twitter.com/@fballetblu
Vienne;2ème circonscription;Monsieur;Sacha Houlié;LREM;sacha.houlie@assemblee-nationale.fr;https://fr-fr.facebook.com/sacha.houlie/;@Sach_He;https://twitter.com/@Sach_He
Vienne;3ème circonscription;Monsieur;Jean-Michel Clément;Libertéetterritoire;jean-michel.clement@assemblee-nationale.fr;https://fr-fr.facebook.com/jeanmichel.clement.3/;@jmclement86;https://twitter.com/@jmclement86
Vienne;4ème circonscription;Monsieur;Nicolas Turquois;MODEM;nicolas.turquois@assemblee-nationale.fr;https://fr-fr.facebook.com/nicolasturquois8604/;@TurquoisNicolas;https://twitter.com/@TurquoisNicolas
Vosges;1ère circonscription;Monsieur;Stéphane Viry;LR;stephane.viry@assemblee-nationale.fr;https://www.facebook.com/stephane.viry.10;@ViryStephane;https://twitter.com/@ViryStephane
Vosges;2ème circonscription;Monsieur;Gérard Cherpion;LR;gerard.cherpion@assemblee-nationale.fr;https://www.facebook.com/gerard.cherpion.1;@GerardCherpion;https://twitter.com/@GerardCherpion
Vosges;3ème circonscription;Monsieur;Christophe Naegelen;UDI;christophe.naegelen@assemblee-nationale.fr;https://fr-fr.facebook.com/ChristopheNaegelenVosges/;@c_naegelen;https://twitter.com/@c_naegelen
Vosges;4ème circonscription;Monsieur;Jean-Jacques Gaultier;LR;jean-jacques.gaultier@assemblee-nationale.fr;https://fr-fr.facebook.com/Jean-Jacques-Gaultier-1088303261286818/;@JJ_Gaultier;https://twitter.com/@JJ_Gaultier
Wallis et Futuna;Wallis et Futuna;Monsieur;Sylvain Brial;Libertéetterritoire;Sylvain.Brial@assemblee-nationale.fr;Pas de compte Facebook;;Pas de compte Twitter
Yonne;1ère circonscription;Monsieur;Guillaume Larrivé;LR;guillaume.larrive@assemblee-nationale.fr;https://fr-fr.facebook.com/guillaumelarrive/;@GLarrive;https://twitter.com/@GLarrive
Yonne;2ème circonscription;Monsieur;André Villiers;UDI;andre.villiers@assemblee-nationale.fr;https://fr-fr.facebook.com/andre.villiers.3/;;Pas de compte Twitter
Yonne;3ème circonscription;Madame;Michèle Crouzet;MODEM;michele.crouzet@assemblee-nationale.fr;https://fr-fr.facebook.com/Crouzet2017/;@michelecrouzet;https://twitter.com/@michelecrouzet
Yvelines;1ère circonscription;Monsieur;Didier Baichère;LREM;didier.baichere@assemblee-nationale.fr;https://fr-fr.facebook.com/dbaichere78/;@dbaichere;https://twitter.com/@dbaichere
Yvelines;2ème circonscription;Monsieur;Jean-Noël Barrot;MODEM;jean-noel.barrot@assemblee-nationale.fr;https://www.facebook.com/jnbarrot78/;@jnbarrot;https://twitter.com/@jnbarrot
Yvelines;3ème circonscription;Madame;Béatrice Piron;LREM;beatrice.piron@assemblee-nationale.fr;https://fr-fr.facebook.com/BPiron78/;@beatricepiron;https://twitter.com/@beatricepiron
Yvelines;4ème circonscription;Madame;Marie Lebec;LREM;marie.lebec@assemblee-nationale.fr;https://fr-fr.facebook.com/marielebec2017/;@marielebec78;https://twitter.com/@marielebec78
Yvelines;5ème circonscription;Madame;Yaël Braun-Pivet;LREM;yael.braun-pivet@assemblee-nationale.fr;https://fr-fr.facebook.com/yaelBraunPivet/;@YaelBRAUNPIVET;https://twitter.com/@YaelBRAUNPIVET
Yvelines;6ème circonscription;Madame;Natalia Pouzyreff;LREM;natalia.pouzyreff@assemblee-nationale.fr;https://www.facebook.com/npouzyreff/;@npouzyreff78;https://twitter.com/@npouzyreff78
Yvelines;7ème circonscription;Madame;Michèle de Vaucouleurs;MODEM;michele.devaucouleurs@assemblee-nationale.fr;https://www.facebook.com/MicheledeVaucouleurs2017/;@MdeVaucouleurs;https://twitter.com/@MdeVaucouleurs
Yvelines;8ème circonscription;Monsieur;Michel Vialay;LR;michel.vialay@assemblee-nationale.fr;https://www.facebook.com/michel.vialay;@MichelVialay;https://twitter.com/@MichelVialay
Yvelines;9ème circonscription;Monsieur;Bruno Millienne;MODEM;bruno.millienne@assemblee-nationale.fr;https://www.facebook.com/millienne.bruno/;@BrunoMillienne;https://twitter.com/@BrunoMillienne
Yvelines;10ème circonscription;Madame;Aurore Bergé;LREM;aurore.berge@assemblee-nationale.fr;https://fr-fr.facebook.com/Aurore-Bergé-39829403685/;@auroreberge;https://twitter.com/@auroreberge
Yvelines;11ème circonscription;Monsieur;Philippe Benassaya;LR;philippe.benassaya@assemblee-nationale.fr;https://www.facebook.com/Benassaya78/;@PhilipBenassaya;https://twitter.com/@PhilipBenassaya
Yvelines;12ème circonscription;Madame;Florence Granjus;LREM;florence.granjus@assemblee-nationale.fr;https://fr-fr.facebook.com/fgranjus78/;@fgranjus;https://twitter.com/@fgranjus
